"Unnamed..0","GAD1","GAD2","GAD3","GAD4","GAD5","GAD6","GAD7","GADE","SWL1","SWL2","SWL3","SWL4","SWL5","Game","Platform","Hours","whyplay","streams","SPIN1","SPIN2","SPIN3","SPIN4","SPIN5","SPIN6","SPIN7","SPIN8","SPIN9","SPIN10","SPIN11","SPIN12","SPIN13","SPIN14","SPIN15","SPIN16","SPIN17","Narcissism","Gender","Age","Work","Degree","Birthplace","Residence","Playstyle","GAD_T","SWL_T","Residence_ISO3","Birthplace_ISO3"
1338,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,6,5,"League of Legends","PC",10,"Fun",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",23,"Student","Bachelors","Denmark","Denmark","Multiplayer",0,29,"DNK","DNK"
1339,3,0,0,1,2,1,0,"Somewhat difficult",6,6,6,6,6,"League of Legends","PC",20,"Competition",10,0,1,0,2,1,0,4,3,0,0,0,0,0,0,0,0,3,1,"Male",26,"Employed","High School","Brazil","Brazil","Multiplayer",7,30,"BRA","BRA"
1340,0,0,0,0,0,0,0,"Not difficult at all",3,6,3,3,2,"League of Legends","PC",10,"Fun",3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"Male",24,"Student","Bachelors","Netherlands","Netherlands","Multiplayer",0,17,"NLD","NLD"
1341,3,3,3,2,3,0,3,"Somewhat difficult",5,5,5,6,4,"League of Legends","PC",13,"Fun",1,1,3,2,2,1,1,0,3,2,1,1,1,0,1,1,1,2,2,"Male",19,"Student","High School","USA","USA","Multiplayer",17,25,"USA","USA"
1342,1,1,1,1,1,1,0,"Somewhat difficult",5,4,4,5,3,"League of Legends","PC",16,"Fun",6,0,1,1,1,0,1,2,1,1,1,0,0,0,0,1,0,0,1,"Male",25,"Unemployed","Bachelors","UK","UK","Multiplayer",6,21,"GBR","GBR"
1343,0,3,3,0,0,0,1,"Extremely difficult",1,2,1,1,6,"League of Legends","PC",12,"Competition",60,0,0,0,3,0,2,1,0,4,0,0,0,0,0,1,0,1,1,"Male",21,"Unemployed","High School","Kazakhstan","Germany","Multiplayer",7,11,"DEU","KAZ"
1344,1,0,1,2,0,2,1,"Somewhat difficult",3,3,2,1,6,"League of Legends","PC",36,"Competition",7,1,0,2,1,1,1,3,3,2,1,0,0,0,2,1,1,0,2,"Male",20,"Student","High School","Italy","Italy","Multiplayer",7,15,"ITA","ITA"
1345,0,0,0,0,0,0,0,"Not difficult at all",5,6,6,5,5,"League of Legends","PC",15,"Competition",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",22,"Student","Bachelors","Netherlands","Netherlands","Multiplayer",0,27,"NLD","NLD"
1346,2,2,2,2,2,2,2,"Somewhat difficult",1,1,1,1,1,"League of Legends","PC",30,"Competition",10,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,"Male",21,"Employed","High School","Serbia","Serbia","Multiplayer",14,5,"SRB","SRB"
1347,0,0,0,3,0,2,0,"Not difficult at all",5,7,6,5,7,"Counter Strike","PC",30,"Fun",10,0,2,0,3,1,1,1,0,3,0,4,0,0,1,1,0,0,1,"Male",22,"Unemployed","High School","Slovenia","Slovenia","Multiplayer",5,30,"SVN","SVN"
1348,2,1,3,3,1,3,1,"Somewhat difficult",1,1,1,1,1,"League of Legends","PC",40,"Competition",5,1,1,2,2,3,2,1,2,2,2,2,1,0,3,3,2,0,1,"Male",22,"Unemployed","Bachelors","Finland","Finland","Multiplayer",14,5,"FIN","FIN"
1349,2,1,1,2,2,3,2,"Extremely difficult",4,5,4,6,2,"League of Legends","PC",21,"Competition",3,0,0,1,1,2,1,4,1,0,0,0,1,0,1,1,0,1,2,"Male",18,"Employed","High School","Switzerland","Switzerland","Multiplayer",13,21,"CHE","CHE"
1350,1,1,2,2,1,0,1,"Somewhat difficult",2,3,5,2,1,"League of Legends","PC",5,"Fun",5,2,2,3,2,1,3,0,1,0,2,1,1,2,2,3,0,3,4,"Male",21,"Student","High School","USA","USA","Multiplayer",8,13,"USA","USA"
1351,1,0,1,0,0,0,1,"Not difficult at all",3,6,6,5,1,"Other","PC",39,"Fun",14,1,4,0,2,2,2,4,0,3,1,4,2,2,3,1,0,4,4,"Male",18,"Student","None","USA","USA","Multiplayer",3,21,"USA","USA"
1352,0,0,1,0,0,0,0,"Not difficult at all",5,3,6,3,5,"League of Legends","PC",15,"Fun",8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,"Female",24,"Student","Bachelors","Netherlands","Netherlands","Multiplayer",1,22,"NLD","NLD"
1353,1,0,0,1,0,2,1,"Somewhat difficult",5,3,6,4,2,"Other","PC",20,"Fun",30,0,1,2,0,0,0,1,1,1,0,0,4,1,0,1,0,1,2,"Male",18,"Student","High School","Germany","Germany","Multiplayer",5,20,"DEU","DEU"
1354,3,2,3,1,0,1,2,"Somewhat difficult",2,6,5,4,6,"World of Warcraft","PC",10,"Fun",10,1,2,2,4,3,2,1,3,2,3,3,1,0,2,0,2,0,2,"Female",18,"Student","High School","USA","USA","Multiplayer",12,23,"USA","USA"
1355,3,3,2,1,0,1,2,"Very difficult",1,1,3,1,1,"League of Legends","PC",12,"Competition",3,2,0,2,3,4,4,1,2,3,3,4,4,2,3,2,1,0,4,"Male",18,"Student","High School","USA","USA","Multiplayer",12,7,"USA","USA"
1356,2,1,2,2,2,2,0,"Somewhat difficult",2,2,3,3,4,"League of Legends","PC",25,"Competition",15,0,0,1,1,1,1,0,0,2,1,4,2,0,1,1,0,0,1,"Male",23,"Employed","Bachelors","USA","USA","Multiplayer",11,14,"USA","USA"
1357,0,0,1,0,0,0,0,"Not difficult at all",2,5,4,2,4,"League of Legends","PC",20,"Competition",8,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,"Male",20,"Unemployed","High School","Sweden","Sweden","Multiplayer",1,17,"SWE","SWE"
1358,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,5,6,"League of Legends","PC",10,"Competition",5,0,0,0,1,1,1,1,0,1,0,2,1,0,0,1,0,0,2,"Male",18,"Student","None","Belgium","Belgium","Multiplayer",0,29,"BEL","BEL"
1359,0,0,0,0,0,0,0,"Not difficult at all",3,5,5,4,5,"League of Legends","PC",14,"Fun",3,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,3,"Male",21,"Student","High School","Germany","Germany","Multiplayer",0,22,"DEU","DEU"
1360,1,1,0,0,0,0,0,"Not difficult at all",2,6,4,4,2,"League of Legends","Console",15,"Competition",0,0,0,0,2,2,2,0,2,0,1,0,0,0,0,0,0,0,1,"Male",26,"Unemployed","High School","Brazil","Brazil","Multiplayer",2,18,"BRA","BRA"
1361,3,0,1,1,0,2,0,"Not difficult at all",2,2,2,4,1,"League of Legends","PC",30,"Fun",5,1,2,2,3,3,4,2,0,4,4,4,3,1,4,4,2,3,1,"Male",23,"Unemployed","Masters","USA","USA","Multiplayer",7,11,"USA","USA"
1362,1,1,2,1,0,1,1,"Not difficult at all",3,6,5,6,6,"League of Legends","PC",12,"Competition",20,1,3,1,2,0,3,0,2,3,0,4,1,0,2,4,3,2,1,"Male",22,"Student","Bachelors","USA","USA","Multiplayer",7,26,"USA","USA"
1363,0,0,1,0,0,0,0,"Not difficult at all",5,6,5,6,4,"League of Legends","PC",10,"Competition",10,0,0,1,1,2,1,1,1,4,1,4,3,2,1,1,0,2,2,"Male",18,"Student","High School","USA","USA","Multiplayer",1,26,"USA","USA"
1364,0,0,0,2,2,1,0,"Not difficult at all",1,3,4,1,1,"League of Legends","PC",5,"Competition",60,1,0,0,3,0,0,0,4,1,0,1,0,0,0,0,0,0,1,"Male",22,"Employed","High School","USA","USA","Multiplayer",5,10,"USA","USA"
1365,1,1,1,2,0,1,2,"Somewhat difficult",1,2,2,2,2,"League of Legends","PC",30,"Competition",14,1,2,2,1,3,3,2,3,4,1,3,1,1,2,3,1,1,2,"Male",24,"Unemployed","High School","Lithuania","Lithuania","Multiplayer",8,9,"LTU","LTU"
1366,1,0,0,2,1,1,0,"Not difficult at all",3,6,4,2,4,"League of Legends","PC",19,"Fun",0,1,3,3,3,1,2,2,4,1,2,4,1,1,2,3,2,3,3,"Male",20,"Student","High School","South Africa","USA","Multiplayer",5,19,"USA","ZAF"
1367,0,0,0,0,0,1,0,"Not difficult at all",5,5,6,4,3,"League of Legends","PC",16,"Competition",0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"Male",21,"Student","High School","USA","USA","Multiplayer",1,23,"USA","USA"
1368,1,0,1,2,1,1,1,"Very difficult",5,6,5,5,4,"League of Legends","PC",8,"Competition",10,2,3,2,1,2,1,1,1,1,1,3,2,2,3,3,1,2,3,"Male",18,"Student","High School","USA","USA","Multiplayer",7,25,"USA","USA"
1369,0,0,0,0,0,0,0,"Unspecified",5,6,5,5,6,"League of Legends","PC",14,"Fun",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Male",23,"Student","High School","Germany","Germany","Multiplayer",0,27,"DEU","DEU"
1370,0,0,0,0,0,0,0,"Unspecified",7,7,7,7,7,"Other","PC",20,"Competition",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Male",18,"Student","High School","Brazil","Brazil","Multiplayer",0,35,"BRA","BRA"
1371,0,0,0,0,0,0,0,"Not difficult at all",4,6,5,4,2,"League of Legends","PC",70,"Fun",0,0,2,0,3,0,1,2,0,1,1,3,0,0,1,1,0,1,2,"Male",19,"Employed","High School","UK","UK","Multiplayer",0,21,"GBR","GBR"
1372,3,3,3,3,2,3,3,"Extremely difficult",1,6,1,1,4,"League of Legends","PC",30,"Competition",20,0,0,1,2,0,0,0,4,1,0,0,0,2,0,0,0,2,1,"Other",20,"Student","High School","Germany","Germany","Multiplayer",20,13,"DEU","DEU"
1373,1,0,1,1,1,0,0,"Not difficult at all",5,5,5,4,3,"Starcraft 2","PC",2,"Fun",4,0,0,1,2,2,1,3,0,1,1,1,0,0,1,1,0,1,1,"Male",19,"Student","High School","USA","USA","Multiplayer",4,22,"USA","USA"
1374,1,1,1,1,0,1,0,"Not difficult at all",3,6,3,3,6,"League of Legends","PC",30,"Fun",12,1,3,4,4,0,3,3,4,4,4,4,0,0,3,3,0,0,1,"Male",22,"Student","High School","Croatia","Croatia","Multiplayer",5,21,"HRV","HRV"
1375,0,0,0,0,0,0,0,"Not difficult at all",2,3,3,2,2,"Other","PC",30,"Fun",30,0,2,2,3,2,1,1,4,4,2,4,1,0,2,2,0,1,1,"Male",22,"Employed","Bachelors","USA","USA","Singleplayer",0,12,"USA","USA"
1376,0,0,0,0,3,0,0,"Not difficult at all",7,7,7,7,7,"League of Legends","PC",84,"Competition",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",29,"Employed","Masters","UK","UK","Multiplayer",3,35,"GBR","GBR"
1377,0,0,0,1,1,0,0,"Somewhat difficult",2,3,3,3,1,"League of Legends","PC",70,"Competition",10,2,4,0,1,1,1,2,0,3,1,4,2,1,2,1,3,3,2,"Male",22,"Unemployed","High School","Hungary","Hungary","Multiplayer",2,12,"HUN","HUN"
1378,1,0,0,0,0,0,0,"Somewhat difficult",5,5,6,6,6,"Other","PC",16,"Competition",10,0,0,2,0,0,0,0,2,3,0,4,0,0,1,2,0,0,2,"Male",20,"Student","High School","Germany","Germany","Singleplayer",1,28,"DEU","DEU"
1379,2,1,1,3,3,3,1,"Somewhat difficult",2,5,2,5,2,"League of Legends","PC",20,"Competition",30,1,0,1,2,1,1,1,1,0,0,1,0,0,1,1,1,0,4,"Male",21,"Student","None","USA","USA","Multiplayer",14,16,"USA","USA"
1381,2,1,2,1,0,1,0,"Somewhat difficult",2,2,2,2,4,"League of Legends","PC",20,"Competition",5,0,1,1,2,1,1,1,1,3,0,2,0,0,2,1,0,1,3,"Male",23,"Student","High School","Belgium","Belgium","Singleplayer",7,12,"BEL","BEL"
1382,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,2,3,"League of Legends","PC",30,"Fun",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",21,"Student","Bachelors","UK","UK","Multiplayer",0,23,"GBR","GBR"
1383,1,0,0,1,2,1,0,"Somewhat difficult",2,2,2,2,1,"League of Legends","PC",40,"Competition",10,0,0,1,0,2,1,0,3,1,0,2,1,0,1,0,0,1,1,"Male",20,"Unemployed","High School","USA","USA","Singleplayer",5,9,"USA","USA"
1384,0,1,1,0,0,0,0,"Not difficult at all",5,3,5,6,2,"League of Legends","PC",10,"Competition",4,0,1,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,"Male",19,"Student","None","USA","USA","Multiplayer",2,21,"USA","USA"
1385,0,0,0,0,0,0,0,"Not difficult at all",6,7,6,5,3,"League of Legends","PC",30,"Competition",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",19,"Employed","High School","Germany","Norway","Multiplayer",0,27,"NOR","DEU"
1386,1,0,1,0,0,2,0,"Not difficult at all",4,4,6,4,2,"League of Legends","PC",25,"Competition",20,2,3,1,3,1,1,4,0,2,2,2,1,1,1,3,0,1,3,"Male",20,"Student","High School","USA","USA","Multiplayer",4,20,"USA","USA"
1387,1,1,1,0,0,0,0,"Not difficult at all",4,4,5,5,2,"League of Legends","PC",6,"Fun",6,0,1,1,3,0,0,0,4,3,0,0,0,0,0,0,0,0,2,"Male",19,"Student","None","Romania","Romania","Multiplayer",3,20,"ROU","ROU"
1388,3,3,3,3,3,3,2,"Very difficult",2,3,1,1,2,"League of Legends","PC",20,"Fun",3,2,2,2,1,2,1,0,3,1,2,0,2,0,2,1,0,1,1,"Male",19,"Student","High School","Brazil","Brazil","Multiplayer",20,9,"BRA","BRA"
1389,0,0,1,0,0,1,1,"Not difficult at all",2,4,4,6,3,"League of Legends","PC",19,"Competition",12,0,1,1,3,1,1,2,3,4,2,4,0,0,2,1,0,0,2,"Male",19,"Student","High School","Germany","Germany","Multiplayer",3,19,"DEU","DEU"
1390,0,1,1,0,0,0,0,"Somewhat difficult",6,6,6,7,7,"League of Legends","PC",12,"Fun",0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,2,"Male",19,"Employed","None","UK","UK","Multiplayer",2,32,"GBR","GBR"
1391,1,1,2,1,1,0,1,"Somewhat difficult",2,6,2,1,1,"League of Legends","PC",5,"Competition",7,1,1,3,3,3,4,1,4,4,4,4,0,0,1,3,0,0,3,"Male",18,"Student","High School","Denmark","Denmark","Multiplayer",7,12,"DNK","DNK"
1392,0,0,1,0,1,0,1,"Somewhat difficult",6,5,6,4,6,"League of Legends","PC",12,"Competition",20,0,0,2,0,0,1,1,2,0,0,0,0,1,0,4,0,1,5,"Male",19,"Student","High School","France","France","Multiplayer",3,27,"FRA","FRA"
1393,3,0,1,1,0,0,0,"Not difficult at all",1,2,2,2,2,"League of Legends","PC",15,"Fun",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,"Male",20,"Student","High School","USA","USA","Multiplayer",5,9,"USA","USA"
1394,1,1,1,1,0,1,1,"Extremely difficult",4,1,1,2,4,"League of Legends","PC",16,"Competition",10,1,1,3,2,2,2,0,4,1,1,3,1,2,2,3,0,1,4,"Male",18,"Student","High School","Germany","Germany","Multiplayer",6,12,"DEU","DEU"
1395,0,0,0,0,3,1,0,"Somewhat difficult",3,6,5,4,4,"League of Legends","PC",24,"Competition",7,1,0,1,0,2,0,1,1,3,0,1,1,0,1,0,0,0,2,"Male",19,"Student","None","Czech Republic","Czech Republic","Multiplayer",4,22,"CZE","CZE"
1396,2,1,1,2,0,1,1,"Somewhat difficult",2,1,2,2,3,"League of Legends","PC",10,"Fun",1,3,3,4,2,4,4,4,4,4,4,4,3,3,4,4,3,4,1,"Male",19,"Student","High School","Netherlands","Netherlands","Multiplayer",8,10,"NLD","NLD"
1397,1,1,3,0,0,0,2,"Somewhat difficult",5,3,6,7,7,"League of Legends","PC",6,"Fun",8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,"Male",23,"Student","High School","Germany","Germany","Singleplayer",7,28,"DEU","DEU"
1398,0,1,2,1,1,3,2,"Somewhat difficult",6,6,5,1,2,"League of Legends","PC",42,"Competition",15,1,2,0,3,2,2,1,1,4,2,4,0,0,2,4,0,1,3,"Male",18,"Student","None","Germany","Germany","Multiplayer",10,20,"DEU","DEU"
1399,0,1,2,1,0,0,3,"Not difficult at all",3,5,5,2,1,"League of Legends","PC",20,"Competition",6,1,1,2,3,2,2,1,1,1,2,1,3,3,3,3,2,4,1,"Male",18,"Student","None","Czech Republic","Czech Republic","Multiplayer",7,16,"CZE","CZE"
1400,2,1,1,0,0,1,0,"Somewhat difficult",2,6,5,5,4,"League of Legends","PC",24,"Fun",10,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,2,0,1,"Male",24,"Student","Bachelors","Spain","Spain","Multiplayer",5,22,"ESP","ESP"
1401,0,0,1,0,0,2,0,"Somewhat difficult",2,4,3,2,1,"League of Legends","PC",30,"Competition",6,0,1,1,3,3,2,3,2,4,0,4,1,1,3,3,3,2,1,"Male",18,"Student","High School","Germany","Germany","Multiplayer",3,12,"DEU","DEU"
1402,1,0,1,0,0,0,2,"Not difficult at all",6,7,6,3,6,"League of Legends","PC",21,"Fun",0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,"Male",18,"Student","High School","UK","UK","Multiplayer",4,28,"GBR","GBR"
1403,1,0,0,1,0,1,0,"Not difficult at all",5,7,7,6,7,"League of Legends","PC",30,"Competition",5,0,1,1,1,1,0,3,4,4,0,1,0,0,1,0,0,0,2,"Male",25,"Unemployed","Masters","Spain","Spain","Multiplayer",3,32,"ESP","ESP"
1404,1,1,2,3,1,1,1,"Somewhat difficult",2,5,3,3,5,"League of Legends","PC",10,"Competition",20,1,2,2,3,3,2,3,1,1,2,3,2,0,1,3,0,1,1,"Male",18,"Student","None","Sweden","Sweden","Multiplayer",10,18,"SWE","SWE"
1405,0,0,0,1,0,0,0,"Not difficult at all",3,6,4,3,2,"League of Legends","PC",10,"Competition",5,0,1,2,3,1,1,0,1,4,2,3,0,0,1,1,0,0,2,"Male",25,"Employed","Bachelors","UK","South Korea","Multiplayer",1,18,"KOR","GBR"
1406,1,1,0,0,1,1,0,"Somewhat difficult",2,3,4,6,6,"League of Legends","PC",20,"Competition",5,2,1,0,3,1,2,2,3,1,0,2,0,2,2,1,1,1,2,"Male",21,"Student","Bachelors","Brazil","Brazil","Multiplayer",4,21,"BRA","BRA"
1407,0,1,0,2,3,0,1,"Somewhat difficult",6,2,7,3,3,"League of Legends","PC",35,"Fun",0,1,0,1,4,0,0,0,4,2,0,1,0,0,0,0,3,0,5,"Male",18,"Student","High School","Greece","Greece","Multiplayer",7,21,"GRC","GRC"
1408,2,1,1,2,0,0,1,"Somewhat difficult",5,5,4,6,3,"Skyrim","PC",15,"Fun",3,0,1,1,3,1,0,3,0,2,2,0,0,0,2,2,0,0,2,"Male",22,"Employed","Bachelors","USA","USA","Singleplayer",7,23,"USA","USA"
1409,0,0,0,0,0,0,0,"Unspecified",6,6,6,6,5,"League of Legends","PC",40,"Fun",30,0,0,2,3,0,3,0,2,2,2,1,0,0,1,0,0,0,4,"Male",24,"Student","High School","Germany","Germany","Multiplayer",0,29,"DEU","DEU"
1410,3,3,3,3,3,3,3,"Very difficult",6,6,6,3,1,"League of Legends","PC",2,"Fun",20,4,2,4,4,3,0,0,3,3,4,0,3,0,1,4,2,0,4,"Male",20,"Student","High School","Canada","Canada","Multiplayer",21,22,"CAN","CAN"
1411,1,0,1,0,0,1,0,"Not difficult at all",6,7,7,7,5,"League of Legends","PC",20,"Competition",5,2,2,1,2,2,1,0,0,2,1,1,0,0,3,0,0,2,1,"Male",23,"Student","Bachelors","Hungary","Hungary","Multiplayer",3,32,"HUN","HUN"
1412,0,0,1,1,0,2,0,"Not difficult at all",5,6,7,3,2,"Starcraft 2","Console",25,"Competition",5,1,0,1,0,1,4,0,0,2,0,4,4,0,0,4,0,1,1,"Male",24,"Employed","High School","USA","USA","Multiplayer",4,23,"USA","USA"
1413,0,1,1,1,0,0,0,"Not difficult at all",5,6,6,4,5,"League of Legends","PC",28,"Competition",8,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,"Male",20,"Student","Bachelors","Algeria","Algeria","Multiplayer",3,26,"DZA","DZA"
1414,1,1,1,1,1,1,2,"Somewhat difficult",6,6,6,3,6,"League of Legends","Smartphone",18,"Fun",10,3,3,1,2,3,2,4,0,0,3,3,3,2,2,4,2,3,2,"Male",22,"Employed","Bachelors","UK","UK","Multiplayer",8,27,"GBR","GBR"
1415,0,0,0,0,0,0,0,"Not difficult at all",2,7,2,2,4,"World of Warcraft","PC",60,"Competition",5,1,0,2,3,2,2,0,4,3,0,1,0,0,0,0,0,0,2,"Male",21,"Unemployed","High School","UK","UK","Singleplayer",0,17,"GBR","GBR"
1416,2,2,2,2,0,2,0,"Somewhat difficult",5,5,6,5,6,"League of Legends","PC",21,"Competition",4,2,1,1,3,3,2,3,0,1,1,2,3,0,3,3,1,1,3,"Male",21,"Student","High School","Belgium","Belgium","Multiplayer",10,27,"BEL","BEL"
1417,3,1,3,3,3,3,3,"Very difficult",5,2,3,2,1,"League of Legends","PC",5,"Competition",3,1,2,1,0,0,2,1,2,1,2,3,0,0,1,3,0,1,3,"Male",21,"Student","Bachelors","Argentina","Argentina","Multiplayer",19,13,"ARG","ARG"
1418,1,0,1,0,0,0,0,"Somewhat difficult",7,6,6,6,7,"League of Legends","PC",21,"Competition",7,1,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,"Male",19,"Student","High School","Germany","Germany","Multiplayer",2,32,"DEU","DEU"
1419,1,0,2,2,1,2,2,"Somewhat difficult",4,5,5,6,4,"League of Legends","PC",30,"Fun",30,0,2,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,3,"Male",18,"Student","Bachelors","Spain","Spain","Multiplayer",10,24,"ESP","ESP"
1420,3,1,2,3,0,2,1,"Extremely difficult",2,2,1,2,1,"Other","Console",30,"Fun",0,0,0,4,3,1,1,0,4,3,1,3,0,0,2,1,0,0,1,"Female",19,"Student","High School","Switzerland","Switzerland","Singleplayer",12,8,"CHE","CHE"
1421,0,0,0,0,0,1,1,"Somewhat difficult",2,5,3,2,2,"League of Legends","PC",15,"Fun",10,1,2,2,2,1,2,2,2,4,1,4,1,1,2,2,1,1,2,"Male",18,"Student","None","Romania","Romania","Multiplayer",2,14,"ROU","ROU"
1422,0,1,1,1,0,0,0,"Somewhat difficult",2,7,3,5,6,"League of Legends","PC",10,"Fun",14,0,2,0,2,1,1,3,0,2,1,0,0,2,1,1,1,3,2,"Male",20,"Unemployed","High School","Sweden","Sweden","Multiplayer",3,23,"SWE","SWE"
1423,1,0,0,0,0,0,0,"Not difficult at all",3,6,6,3,6,"League of Legends","PC",14,"Competition",6,1,0,1,0,0,1,0,1,0,2,0,0,0,1,1,0,2,1,"Male",20,"Student","High School","Mexico","Mexico","Multiplayer",1,24,"MEX","MEX"
1424,0,0,0,0,0,0,0,"Not difficult at all",5,6,6,6,5,"League of Legends","PC",20,"Fun",10,0,1,1,2,0,1,0,0,2,2,1,0,0,1,0,0,1,1,"Male",19,"Student","High School","USA","USA","Multiplayer",0,28,"USA","USA"
1425,0,0,1,0,0,1,1,"Not difficult at all",5,6,5,3,4,"League of Legends","PC",16,"Fun",20,0,0,2,3,3,1,2,0,3,3,3,1,0,3,3,0,0,2,"Male",18,"Student","None","Netherlands","Netherlands","Multiplayer",3,23,"NLD","NLD"
1426,0,0,0,0,0,0,0,"Not difficult at all",3,3,3,3,7,"League of Legends","PC",10,"Competition",10,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,3,"Male",22,"Unemployed","Bachelors","India","India","Multiplayer",0,19,"IND","IND"
1427,3,3,3,2,0,3,0,"Somewhat difficult",2,1,1,1,1,"League of Legends","PC",40,"Competition",5,1,0,2,3,2,4,3,3,4,4,4,4,3,3,1,2,1,4,"Male",18,"Student","High School","Croatia","Croatia","Multiplayer",14,6,"HRV","HRV"
1428,0,0,0,0,0,0,0,"Unspecified",5,6,7,6,5,"League of Legends","PC",28,"Fun",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,"Male",23,"Student","Bachelors","Germany","Germany","Multiplayer",0,29,"DEU","DEU"
1429,1,1,2,1,0,1,0,"Not difficult at all",1,2,1,1,1,"League of Legends","PC",30,"Competition",5,1,2,0,3,2,3,1,0,1,0,4,1,0,3,1,0,3,2,"Male",19,"Student","None","Portugal","Portugal","Multiplayer",6,6,"PRT","PRT"
1430,1,1,2,1,3,3,2,"Very difficult",2,5,4,2,2,"League of Legends","PC",28,"Fun",5,1,3,3,4,3,3,2,2,4,3,4,2,2,3,3,1,0,3,"Male",18,"Student","High School","Norway","Norway","Multiplayer",13,15,"NOR","NOR"
1431,1,1,0,2,0,2,1,"Not difficult at all",3,6,4,5,2,"League of Legends","PC",32,"Competition",32,3,1,4,4,0,4,3,4,4,0,3,0,0,0,0,1,1,1,"Male",20,"Student","Bachelors","Mexico","Mexico","Multiplayer",7,20,"MEX","MEX"
1432,1,0,1,0,0,0,0,"Not difficult at all",6,7,6,6,6,"League of Legends","PC",30,"Competition",0,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,"Male",18,"Student","None","Finland","Finland","Multiplayer",2,31,"FIN","FIN"
1433,1,1,0,0,1,1,1,"Not difficult at all",6,6,7,7,7,"League of Legends","PC",20,"Competition",4,0,2,1,2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,"Male",18,"Student","High School","Canada","Canada","Multiplayer",5,33,"CAN","CAN"
1434,1,1,1,0,0,0,0,"Not difficult at all",5,6,5,4,5,"League of Legends","PC",24,"Fun",15,1,3,0,2,1,1,0,0,2,0,1,0,0,0,0,0,0,1,"Male",25,"Employed","Bachelors","Tunisia","Kuwait","Multiplayer",3,25,"KWT","TUN"
1435,0,0,0,0,1,0,0,"Not difficult at all",3,6,5,4,5,"League of Legends","PC",30,"Fun",2,0,0,0,1,0,0,1,0,1,1,4,0,0,0,0,0,2,1,"Male",18,"Student","None","USA","USA","Multiplayer",1,23,"USA","USA"
1436,1,1,1,0,0,1,0,"Somewhat difficult",2,3,4,3,5,"League of Legends","PC",17,"Fun",6,1,0,0,1,2,1,3,2,2,0,3,1,0,1,1,0,0,1,"Male",24,"Student","Bachelors","Poland","Poland","Multiplayer",4,17,"POL","POL"
1437,1,1,1,1,1,2,2,"Not difficult at all",1,1,1,1,1,"League of Legends","PC",8,"Fun",10,1,2,0,1,3,1,1,1,0,1,4,1,0,3,4,1,3,2,"Female",21,"Employed","High School","USA","USA","Multiplayer",9,5,"USA","USA"
1438,0,0,0,0,0,0,0,"Not difficult at all",6,7,6,6,5,"League of Legends","PC",40,"Fun",20,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,4,"Male",19,"Student","High School","Germany","Germany","Multiplayer",0,30,"DEU","DEU"
1439,1,2,2,3,2,2,3,"Extremely difficult",5,7,7,5,1,"League of Legends","PC",45,"Competition",10,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,"Male",20,"Student","High School","Slovenia","Slovenia","Multiplayer",15,25,"SVN","SVN"
1440,0,0,1,0,0,0,0,"Not difficult at all",5,6,6,5,5,"League of Legends","PC",15,"Fun",3,0,0,0,2,0,1,0,3,0,0,4,0,0,0,1,0,1,2,"Male",19,"Student","High School","Germany","Germany","Multiplayer",1,27,"DEU","DEU"
